X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.592039056166541,43.716869886512555,125300235,8595,Pharmacy,RP,Queen's Plate Pharmacy,,,,135 Queen's Plate Drive,,,Toronto,M9W6V1,2019-02-12T12:41:38.000Z,2019-02-11T10:17:14.000Z,2019-02-12T23:17:15.000Z,318321
-79.693451649419941,44.386371497757125,125284290,7562,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario,,,,21 Bradford Street,,Practice Location,Barrie,L4N1W2,2019-02-12T13:08:40.000Z,2019-02-11T09:45:49.000Z,2019-02-12T23:17:15.000Z,318417
-79.292242069045841,43.81354661739622,125290372,8112,Mental Health and Addiction Organization,Mental Health Services,Sinai Health System,,,,3660 Midland Avenue,Suite 103,Practice Location,Toronto,M1V0B8,2019-02-12T13:30:39.000Z,2019-02-11T09:58:02.000Z,2019-02-12T23:17:15.000Z,318465
-79.263712904092614,43.169703005028644,125290867,5918,Pharmacy,RP,Ontario Street Pharmacy,,,,318 Ontario Street,Unit E,,St. Catharines,L2R5L8,2019-02-12T12:29:46.000Z,2019-02-11T09:58:56.000Z,2019-02-12T23:17:15.000Z,318497
-79.232915046743159,43.775737613525742,125294818,2302,Mental Health and Addiction Organization,Addiction Services,"Governing Council of the Salvation Army in Canada, The",,,,2085 Ellesmere Road,,Practice Location,Toronto,M1H2W6,2019-02-12T13:31:43.000Z,2019-02-11T10:06:41.000Z,2019-02-12T23:17:15.000Z,318545
-79.217756638586707,43.738102307628751,125280794,784,Pharmacy,RP,Amherst Pharmasave #721,,,,3485 Kingston Road,,,Toronto,M1M1R4,2019-02-12T12:37:20.000Z,2019-02-11T09:38:42.000Z,2019-02-12T23:17:15.000Z,318561
-79.404682474203014,45.616728719214009,125282092,3874,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Hospital SCC,Burk's Falls and District Health Centre Site,,,,150 Huston Street,,,Burk's Falls,P0A1C0,2019-02-12T13:18:25.000Z,2019-02-11T09:41:26.000Z,2019-02-12T23:17:15.000Z,318641
-75.787440361228676,45.341600037453347,125279407,2689,Pharmacy,RP,Baseline Pharmacy,,,,2571 Baseline Road,,,Ottawa,K2H7B3,2019-02-12T12:17:01.000Z,2019-02-11T09:36:03.000Z,2019-02-12T23:17:15.000Z,318705
-79.448196941192109,44.062537153496365,125283393,6424,Mental Health and Addiction Organization,Mental Health Services,"Canadian Hearing Society, The",,,,713 Davis Drive,Suite 105,Practice Location,Newmarket,L3Y2R3,2019-02-12T13:18:42.000Z,2019-02-11T09:44:00.000Z,2019-02-12T23:17:15.000Z,318817
-79.403438990786327,43.65757158490041,125274776,10000000070,Midwifery Clinic,Main,Kensington Midwives,,,,340 College Street,Suite 450,Practice Location,Toronto,M5T3A9,2019-02-12T13:06:43.000Z,2019-02-11T09:22:59.000Z,2019-02-12T23:17:15.000Z,318833
-82.104696104099688,46.156391368123352,125285313,8493,Mental Health and Addiction Organization,Mental Health Services,Maamwesying North Shore Community Health Services Inc,,,,Espaniel Road,,Practice Location,Massey,P0P1P0,2019-02-12T12:59:01.000Z,2019-02-11T09:47:56.000Z,2019-02-12T23:17:15.000Z,318977
-79.416262994096115,43.648705882748658,125300565,13627,Mental Health and Addiction Organization,Mental Health Services,LOFT Community Services,,,,227 Crawford Street,Suite A,Practice Location,Toronto,M6J2V5,2019-02-12T13:12:16.000Z,2019-02-11T10:18:01.000Z,2019-02-12T23:17:15.000Z,319009
-79.376872983554222,43.671690788611251,125286790,7072621,Independent Health Facility,Plas Surg,Rosedale Centre for Plastic Surgery,,Rosedale Centre for Plastic Surgery Inc.,,600 Sherbourne Street,Suite 802,Practice Address,Toronto,M4X1W4,2019-02-12T12:38:40.000Z,2019-02-11T09:50:48.000Z,2019-02-12T23:17:15.000Z,319057
-80.258027005478482,44.124223425570015,125301166,5335,Pharmacy,AS,Orwill Allergy Products Limite,,,,197076 2nd Line North,"Postal Office Box 176, East",,Shelburne,L0N1S9,2019-02-12T12:52:11.000Z,2019-02-11T10:19:26.000Z,2019-02-12T23:17:15.000Z,319089
-79.704742078204845,43.560651653847493,125282421,10000000106,Hospital - Site,Site,Trillium Health Partners - Credit Valley,,Trillium Health Partners,,2200 Eglinton Avenue West,,,Mississauga,L5M2N1,2019-02-12T13:08:17.000Z,2019-02-11T09:42:07.000Z,2019-02-12T23:17:15.000Z,319153
-79.734545197203616,43.667912571265546,125314473,7586,Pharmacy,RP,Allwell Pharmacy Inc.,,,,1 Bartleybull Parkway,Unit 6,,Brampton,L6W3T7,2019-02-12T13:15:33.000Z,2019-02-11T10:48:23.000Z,2019-02-12T23:17:15.000Z,319185
-80.247477316529881,43.178539861020504,125311845,S0178,Retirement Home,Site,Brierwood Gardens,,,,425 Park Road North,,Residential,Brantford,N3R7G5,2019-02-12T12:24:26.000Z,2019-02-11T10:43:17.000Z,2019-02-12T23:17:15.000Z,319281
-79.603053964967614,43.776257296383712,125301379,9613,Pharmacy,RP,Woodstream Pharmacy,,,,5451 Highway 7,Unit 3,,Vaughan,L4L0B2,2019-02-12T13:02:31.000Z,2019-02-11T10:19:53.000Z,2019-02-12T23:17:15.000Z,319377
-81.308182215984303,43.88485383290449,125298068,9637,Pharmacy,RP,Royal Oaks Pharmacy,,,,131 John Street East,,,Arthur,N0G2W0,2019-02-12T13:22:12.000Z,2019-02-11T10:12:55.000Z,2019-02-12T23:17:15.000Z,319489
-79.244375492955399,45.318878777367225,125284865,N0168,Retirement Home,Site,Country Moments Retirement Home,,,,185 Lakewood Park Road,,Residential,Huntsville,P1H1Y7,2019-02-12T12:58:55.000Z,2019-02-11T09:46:59.000Z,2019-02-12T23:17:15.000Z,319553
-74.966994575148107,45.172171142317481,125277239,9482,Pharmacy,RP,Avonmore Pharmacy,,,,3287 Main Street,,,Avonmore,K0C1C0,2019-02-12T12:46:36.000Z,2019-02-11T09:31:37.000Z,2019-02-12T23:17:15.000Z,319585
-79.575887357014409,43.784232699049731,125310110,5949017,Independent Health Facility,"Bone Min DXA, Fluorscpy, Mamm, Radgrhy, Vasc Utrasnd",Metro Radiology (Vaughan),,2456462 Ontario Limited,,4600 Highway 7,Suite LL30,Practice Address,Vaughan,L4L4Y7,2019-02-12T13:04:34.000Z,2019-02-11T10:39:35.000Z,2019-02-12T23:17:15.000Z,319617
-79.330657569676944,43.681588692490138,125281386,3200,Mental Health and Addiction Organization,Mental Health Services,East York Mental Health Counselling Services Agency,,,,1245 Danforth Avenue,,Administration and Practice Location,Toronto,M4J1M8,2019-02-12T12:27:38.000Z,2019-02-11T09:39:57.000Z,2019-02-12T23:17:15.000Z,319665
-80.740890046088438,43.986422478356346,125302382,4867,Community Support Service,Site,VON - Ontario Branch - Peel Branch - Mount Forest,,Victorian Order of Nurses for Canada - Ontario Branch,,392 Main Street North,Unit 4,Administrative Office,Mount Forest,N0G2L2,2019-02-12T13:33:25.000Z,2019-02-11T10:22:18.000Z,2019-02-12T23:17:15.000Z,319681
-81.002003785106737,46.491713580441022,125300324,12274,Mental Health and Addiction Organization,Mental Health Services,Shkagamik-kwe Health Centre,,,,161 Applegrove Street,,Administration and Practice Location,Sudbury,P3C1N2,2019-02-12T12:21:52.000Z,2019-02-11T10:17:28.000Z,2019-02-12T23:17:15.000Z,319697
-91.919501480048623,50.097747183802028,125281636,4750,Community Support Service,Site,Sioux Lookout Meno-Ya-Win Health Centre -CSS,,Sioux Lookout Meno-Ya-Win Health Centre,,69 Front Street,Postal Office Box 909,Administrative Office,Sioux Lookout,P8T1B4,2019-02-12T12:17:32.000Z,2019-02-11T09:40:27.000Z,2019-02-12T23:17:15.000Z,319761
-89.27180407282269,48.421371560319912,125314733,10000000060,Family Health Team - Contract,Site,Harbourview Family Health Team,,,,1040 Oliver Road,Unit 301,,Thunder Bay,P7B7A5,2019-02-12T13:26:05.000Z,2019-02-11T10:48:53.000Z,2019-02-12T23:17:15.000Z,319793
-79.387737785737045,43.657104285546481,125298687,2309,Pharmacy,HOPD,Shoppers Drug Mart #940,,,,555 University Avenue,Hospital for Sick Children,,Toronto,M5G1X8,2019-02-12T13:22:22.000Z,2019-02-11T10:14:05.000Z,2019-02-12T23:17:15.000Z,319825
-78.75137034337196,44.351774636047345,125276796,5140,Community Support Service,Site,Ross Memorial Hospital (CSS),,Ross Memorial Hospital,,10 Angeline Street North,,Administrative Office,Kawartha Lakes,K9V4M8,2019-02-12T12:46:29.000Z,2019-02-11T09:30:22.000Z,2019-02-12T23:17:15.000Z,319953
-79.211192087758661,43.173939608174635,125288855,872,Community Support Service,Site,Meals on Wheels Thorold - St. Catharines,,Meals on Wheels Thorold - St. Catharines,,227 Bunting Road,Unit L,Administrative Office,St. Catharines,M6P4G4,2019-02-12T13:30:19.000Z,2019-02-11T09:55:03.000Z,2019-02-12T23:17:15.000Z,320001
-79.323583167633458,43.684028993246045,125279674,4689,Pharmacy,AS,Rohallion Immune Products,,,,717 Coxwell Avenue,,,Toronto,M4C3C1,2019-02-12T12:27:14.000Z,2019-02-11T09:36:34.000Z,2019-02-12T23:17:15.000Z,320017
-79.756332264387069,43.215718090560507,125305829,3814,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,15 Mountain Avenue South,,,Hamilton,L8G2V6,2019-02-12T13:34:07.000Z,2019-02-11T10:30:27.000Z,2019-02-12T23:17:15.000Z,320033
-80.343146066270421,43.398556395278121,125308712,2992,Long-Term Care Home,CHFA,Fairview Mennonite Home,,,,515 Langs Drive,,,Cambridge,N3H5E4,2019-02-12T13:14:12.000Z,2019-02-11T10:36:39.000Z,2019-02-12T23:17:15.000Z,321153
-79.39487308931669,43.671916387816076,125273774,9438,Pharmacy,RP,Rexall #8145,,,,87 Avenue Road,,,Toronto,M5R3R9,2019-02-12T12:25:56.000Z,2019-02-11T09:19:29.000Z,2019-02-12T23:17:15.000Z,321169
-79.439226500403279,43.637171279657196,125277919,6968,Pharmacy,LTCF,Chartwell White Eagle Ltc Resi,,,,138 Dowling Avenue,,,Toronto,M6K3A6,2019-02-12T12:46:47.000Z,2019-02-11T09:33:03.000Z,2019-02-12T23:17:15.000Z,321233
-78.910991853262445,43.8847021474405,125307887,5269,Mental Health and Addiction Organization,Mental Health Services,Ontario Shores Centre for Mental Health Sciences,,,,1615 Dundas Street East,"Suite 202, Whitby Mall, West Tower",Practice Location,Whitby,L1N2L1,2019-02-12T12:43:14.000Z,2019-02-11T10:34:57.000Z,2019-02-12T23:17:15.000Z,321313
-79.884100608787747,43.260703392586571,125307647,3683,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,505 King Street West,,,Hamilton,L8P1B9,2019-02-12T12:33:30.000Z,2019-02-11T10:34:28.000Z,2019-02-12T23:17:15.000Z,321361
-81.138941445297164,44.738157786420423,125310762,3820,Mental Health and Addiction Organization,Mental Health Services,HopeGreyBruce Mental Health and Addictions Services,,,,369 Mary Street,"Wiarton Hospital Allied Health Building, Grey Bruce Health Services",Practice Location,Wiarton,N0H2T0,2019-02-12T13:25:08.000Z,2019-02-11T10:41:01.000Z,2019-02-12T23:17:15.000Z,321393
-79.716162851702265,43.216273692521007,125291450,7814,Pharmacy,LTCF,Pine Villa Nursing Home,,,,490 Hamilton Regional Road 8,,,Hamilton,L8G1G6,2019-02-12T13:00:21.000Z,2019-02-11T10:00:05.000Z,2019-02-12T23:17:15.000Z,321441
-79.683138440702152,43.210150792963532,125287296,11576,Pharmacy,LTCF,Orchard Terrace Care Centre,,,,199 Glover Road,,,Hamilton,L8E5J2,2019-02-12T12:28:57.000Z,2019-02-11T09:51:50.000Z,2019-02-12T23:17:15.000Z,321457
-79.119628449633581,43.067194593268191,125294858,4282,Pharmacy,RP,Wal-Mart Pharmacy,,,,7481 Oakwood Drive,,,Niagara Falls,L2E6S5,2019-02-12T13:21:24.000Z,2019-02-11T10:06:45.000Z,2019-02-12T23:17:15.000Z,321473
-76.136117859400571,45.140779688246781,125277622,10000000141,Hospital - Corporation,Site,Carleton Place and District Memorial Hospital,,Carleton Place and District Memorial Hospital,,211 Lake Avenue East,,,Carleton Place,K7C1J4,2019-02-12T13:07:20.000Z,2019-02-11T09:32:26.000Z,2019-02-12T23:17:15.000Z,321521
-79.410938610698892,43.855426419193044,125300209,7445,Pharmacy,RP,Bayview Medical Pharmacy,,,,9160 Bayview Avenue,Unit 103,,Richmond Hill,L4B0E6,2019-02-12T12:41:38.000Z,2019-02-11T10:17:11.000Z,2019-02-12T23:17:15.000Z,321537
-81.53006981681547,43.145354693548477,125276500,1191,Pharmacy,LTCF,Craigholme Nursing Home,,,,221 Ailsa Craig Main Street,,,Ailsa Craig,N0M1A0,2019-02-12T13:27:35.000Z,2019-02-11T09:29:12.000Z,2019-02-12T23:17:15.000Z,321617
-83.019987001665839,42.297080670252171,125271876,7634,Pharmacy,RP,Trinity Pharmacy,,,,321 Tecumseh Road East,Unit 2,,Windsor,N8X2R5,2019-02-12T13:15:59.000Z,2019-02-11T09:13:11.000Z,2019-02-12T23:17:15.000Z,321665
-81.621695928526123,42.959276156370791,125294091,1150,Pharmacy,RP,Shoppers Drug Mart #1071,,,,78 Front Street East,,,Strathroy,N7G1Y5,2019-02-12T12:30:32.000Z,2019-02-11T10:05:19.000Z,2019-02-12T23:17:15.000Z,321697
-75.656356725943525,45.437737059402089,125294972,14390,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Montfort Renaissance Inc.,,,,338 Montreal Road,,Practice Location,Ottawa,K1L6B3,2019-02-12T12:20:34.000Z,2019-02-11T10:06:58.000Z,2019-02-12T23:17:15.000Z,321841
-80.492831417927803,43.446824496610411,125283137,T0266,Retirement Home,Site,Victoria Place,,,,290 Queen Street South,,Residential,Kitchener,N2G1W3,2019-02-12T13:18:39.000Z,2019-02-11T09:43:30.000Z,2019-02-12T23:17:15.000Z,321857
-79.399612905854724,43.841663217317702,125301916,1539185,Independent Health Facility,"Bone Min DXA, Fluorscpy, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Chalmers Gate X-Ray & Ultrasound,,EFES Management Limited,,328 Highway 7 East,Suite 308,Practice Address,Richmond Hill,L4B3P7,2019-02-12T12:32:15.000Z,2019-02-11T10:21:10.000Z,2019-02-12T23:17:15.000Z,321921
-80.586372555203198,44.597547890346185,125283164,8025,Pharmacy,RP,Meaford Pharmacy,,,,334 Sykes Street South,Unit 3,,Meaford,N4L1X1,2019-02-12T13:08:25.000Z,2019-02-11T09:43:34.000Z,2019-02-12T23:17:15.000Z,321985
-79.248716169124961,43.971163946934972,125284574,5185553,Independent Health Facility,"Radgrhy, Gen Ultrasound, Vasc Utrasnd",Stouffville Diagnostic Ultrasound Services,,1049604 Ontario Inc.,,6212 Main Street,Suite 201,Practice Address,Whitchurch-Stouffville,L4A2S5,2019-02-12T13:29:23.000Z,2019-02-11T09:46:23.000Z,2019-02-12T23:17:15.000Z,322033
-78.961879072333744,43.916063550589094,125292693,2486,Pharmacy,RP,Loblaw Pharmacy #1058,,,,200 Taunton Road West,,,Whitby,L1R3H8,2019-02-12T12:50:12.000Z,2019-02-11T10:02:29.000Z,2019-02-12T23:17:15.000Z,322113
-76.498793502786114,44.235571515469665,125281156,2066,Mental Health and Addiction Organization,Addiction Services,"Governing Council of the Salvation Army in Canada, The",,,,562 Princess Street,,Administration and Practice Location,Kingston,K7L1C7,2019-02-12T12:37:25.000Z,2019-02-11T09:39:29.000Z,2019-02-12T23:17:15.000Z,322145
-79.395982792750146,43.706850393893163,125311564,10000000045,AIDS Bureau,CBAESP,Hospice Toronto,,,,55 Eglinton Avenue East,Suite 502,Practice Location,Toronto,M4P1G8,2019-02-12T12:54:35.000Z,2019-02-11T10:42:42.000Z,2019-02-12T23:17:15.000Z,322177
-81.022549225041203,44.907151120633252,125298419,10000000022,AIDS Bureau,CBAESP,Chippewas of Nawash First Nation,,,,135 Lakeshore Boulevard,Chippewas of Nawash Health Centre,Practice Location,Wiarton,N0H2T0,2019-02-12T12:31:27.000Z,2019-02-11T10:13:35.000Z,2019-02-12T23:17:15.000Z,322241
-83.055984211771246,42.286549066586687,125272787,6617,Pharmacy,RP,Totten Pharmacy,,,,2780 Totten Street,,,Windsor,N9B0A9,2019-02-12T13:26:44.000Z,2019-02-11T09:16:03.000Z,2019-02-12T23:17:15.000Z,322305
-81.492752583660362,42.90839615368585,125292025,3269,Pharmacy,RP,Cds Pharmacy,,,,22474 Adelaide Road,,,Mount Brydges,N0L1W0,2019-02-12T12:30:04.000Z,2019-02-11T10:01:14.000Z,2019-02-12T23:17:15.000Z,322401
-78.754265744716406,44.356355536705593,125276037,3425711,Independent Health Facility,Opth Utrasnd,Alysia Zhou Medicine Professional Corporation,,Alysia Zhou Medicine Professional Corporation,,65 Angeline Street North,Suite 8,Practice Address,Kawartha Lakes,K9V5N7,2019-02-12T12:46:18.000Z,2019-02-11T09:27:20.000Z,2019-02-12T23:17:15.000Z,322417
-82.646650304101186,46.385233074755163,125307169,1244,Community Support Service,Site,Huron Lodge Community Service Board Inc.,,Huron Lodge Community Service Board Inc.,,100 Manitoba Road,,Administrative Office,Elliot Lake,P5A3T1,2019-02-12T13:03:52.000Z,2019-02-11T10:33:26.000Z,2019-02-12T23:17:15.000Z,322433
-79.062943235556958,43.114066504210406,125294194,S0121,Retirement Home,Site,River Road Retirement Residence,,,,4067 River Road,,Residential,Niagara Falls,L2E3E5,2019-02-12T13:31:34.000Z,2019-02-11T10:05:31.000Z,2019-02-12T23:17:15.000Z,322481
-75.71017064174363,45.413644753023526,125314412,477,Community Support Service,Site,Good Companions Seniors' Center,,The Good Companions Seniors' Centre,,670 Albert Street,,Administrative Office,Ottawa,K1R6L2,2019-02-12T12:34:51.000Z,2019-02-11T10:48:16.000Z,2019-02-12T23:17:15.000Z,322545
-79.38404998519762,43.664345486988964,125279351,10000000000,AIDS Bureau,CBAESP,AIDS Committee of Toronto,,,,543 Yonge Street,4th floor,Practice Location,Toronto,M4Y1Y5,2019-02-12T13:28:12.000Z,2019-02-11T09:35:57.000Z,2019-02-12T23:17:15.000Z,322593
-79.441811013318301,43.773988103520693,125285024,8090,Pharmacy,RP,Main Drug Mart,,,,301 Finch Avenue West,,,Toronto,M2R1N2,2019-02-12T12:48:24.000Z,2019-02-11T09:47:19.000Z,2019-02-12T23:17:15.000Z,322705
-79.28895516712592,43.803720515829475,125283527,1631,Pharmacy,RP,First Professional Pharmacy,,,,4168 Finch Avenue East,Unit G67,,Toronto,M1S5H6,2019-02-12T13:29:09.000Z,2019-02-11T09:44:17.000Z,2019-02-12T23:17:15.000Z,322897
-79.387250285953741,43.661335786312129,125283949,10000000050,Hospital - Corporation,Site,Women's College Hospital,,Women's College Hospital,,76 Grenville Street,,,Toronto,M5S1B2,2019-02-12T12:38:02.000Z,2019-02-11T09:45:08.000Z,2019-02-12T23:17:15.000Z,323009
-79.249567450250296,43.755132209144357,125297328,8379411,Independent Health Facility,Vasc Utrasnd,Compu-Sound Vascular Ultrasound Lab,,730369 Ontario Limited,,3000 Lawrence Avenue East,Suite 2203,Practice Address,Toronto,M1P2V1,2019-02-12T13:01:38.000Z,2019-02-11T10:11:30.000Z,2019-02-12T23:17:15.000Z,320097
-80.979470166025294,43.386961462694401,125311547,S0371,Retirement Home,Site,McCarthy Place Retirement Residence,,,,200 McCarthy Road,,Residential,Stratford,N5A0B6,2019-02-12T13:35:20.000Z,2019-02-11T10:42:40.000Z,2019-02-12T23:17:15.000Z,320145
-79.715770253413282,43.237455996295481,125281698,S0439,Retirement Home,Site,Seasons Stoney Creek,,,,8 Shoreview Place,,Residential,Hamilton,L8E0J6,2019-02-12T12:37:32.000Z,2019-02-11T09:40:35.000Z,2019-02-12T23:17:15.000Z,320321
-94.503223199109087,49.766553437757615,125301309,10000000001,Midwifery Clinic,Main,Kenora Midwives,,,,35 Wolsley Avenue,Unit 2,Practice Location,Kenora,P9N0H8,2019-02-12T12:52:13.000Z,2019-02-11T10:19:44.000Z,2019-02-12T23:17:15.000Z,320353
-79.684058470003109,43.542268251582854,125277158,1215,Community Support Service,Site,City of Mississauga -The Next Step to Active Living Program,,The Corporation of the City of Mississauga,,2233 South Millway Drive,,Administrative Office,Mississauga,L5L3H7,2019-02-12T13:07:13.000Z,2019-02-11T09:31:28.000Z,2019-02-12T23:17:15.000Z,320417
-79.42255598200461,44.597070346746364,125282387,3212,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,210 Memorial Avenue,,,Orillia,L3V7V1,2019-02-12T12:17:45.000Z,2019-02-11T09:42:04.000Z,2019-02-12T23:17:15.000Z,320465
-79.389682487570909,43.6708953878776,125304044,2605,Pharmacy,RP,Markie Pharmacy Ltd,,,,1235 Bay Street,,,Toronto,M5R3K4,2019-02-12T12:32:43.000Z,2019-02-11T10:26:10.000Z,2019-02-12T23:17:15.000Z,320481
-81.274841124859137,43.012418082610715,125277927,4182,Laboratory - Hospital,Hospital Laboratory - Teaching & Ref. Hospital,London Health Sciences Centre - University Hospital,,,,339 Windermere Road,,,London,N6A5A5,2019-02-12T12:36:44.000Z,2019-02-11T09:33:04.000Z,2019-02-12T23:17:15.000Z,320513
-79.325496276332274,43.775781509243501,125287585,4403,Pharmacy,RP,Drug Basics #533,,,,2452 Sheppard Avenue East,,,Toronto,M2J1X1,2019-02-12T13:30:02.000Z,2019-02-11T09:52:23.000Z,2019-02-12T23:17:15.000Z,320593
-79.59919235974688,43.731488088736342,125292011,293,Pharmacy,RP,Humber Green Pharmacy,,,,100 Humber College Boulevard,,,Toronto,M9V5G4,2019-02-12T12:50:04.000Z,2019-02-11T10:01:12.000Z,2019-02-12T23:17:15.000Z,320641
-74.670488313820442,45.629721632866421,125277564,925,Long-Term Care Home,NH for-profit,Chartwell Champlain Long Term Care Residence,,,,428 Front Road West,,,L'Orignal,K0B1K0,2019-02-12T13:17:21.000Z,2019-02-11T09:32:18.000Z,2019-02-12T23:17:15.000Z,320657
-83.014782895211283,42.243412860992073,125312836,6450,Pharmacy,LTCF,The Village at St. Clair,,,,1800 Talbot Road,,,Windsor,N9A6S4,2019-02-12T13:25:39.000Z,2019-02-11T10:45:10.000Z,2019-02-12T23:17:15.000Z,320689
-79.405945691218264,43.653394184050605,125273388,10290,Pharmacy,HOPD,Shoppers Drug Mart,,,,399 Bathurst Street,Toronto Western Outpatient Pcy,,Toronto,M5T2S8,2019-02-12T12:35:44.000Z,2019-02-11T09:18:07.000Z,2019-02-12T23:17:15.000Z,320705
-79.425603883712455,44.604868347933511,125298557,1353,Community Support Service,Site,Community Mental Health Services (Orillia Soldiers Memorial Hospital,,Orillia Soldiers Memorial Hospital,,170 Colborne Street West,,Administrative Office,Orillia,L3V2Z3,2019-02-12T13:22:21.000Z,2019-02-11T10:13:50.000Z,2019-02-12T23:17:15.000Z,320753
-79.202583879933854,43.113896897855419,125296403,2360,Mental Health and Addiction Organization,Addiction Services,ARID Group Homes (Niagara),,,,175 Pine Street South,,Administration and Practice Location,Thorold,L2V3M5,2019-02-12T13:11:22.000Z,2019-02-11T10:09:41.000Z,2019-02-12T23:17:15.000Z,320849
-78.168314520941806,43.958724694080765,125278755,3487302,Independent Health Facility,Sleep Studies,Cobourg Sleep Clinic,,1882601 Ontario Inc.,,197 Third Street,,Practice Address,Cobourg,K9A3L5,2019-02-12T12:47:00.000Z,2019-02-11T09:34:49.000Z,2019-02-12T23:17:15.000Z,320865
-80.343146066270421,43.398556395278121,125307385,2987,Pharmacy,LTCF,Fairview Mennonite Home,,,,515 Langs Drive,,,Cambridge,N3H5E4,2019-02-12T13:03:56.000Z,2019-02-11T10:33:54.000Z,2019-02-12T23:17:15.000Z,320897
-78.926028061474071,43.923297253502113,125287435,8182,Pharmacy,RP,Shoppers Drug Mart #1238,,,,4081 Thickson Road North,,,Whitby,L1R2X3,2019-02-12T13:30:00.000Z,2019-02-11T09:52:06.000Z,2019-02-12T23:17:15.000Z,320913
-80.278913558460019,43.538181222819041,125277460,3234,Pharmacy,RP,Shoppers Drug Mart #724,,,,104 Silver Creek Parkway North,,,Guelph,N1H7B4,2019-02-12T12:36:38.000Z,2019-02-11T09:32:06.000Z,2019-02-12T23:17:15.000Z,320929
-79.238025651732258,43.813768419948623,125311093,9542,Pharmacy,RP,Pharmore Pharmacy,,,,5633 Finch Avenue East,Unit 7,,Toronto,M1B5K9,2019-02-12T13:25:12.000Z,2019-02-11T10:41:45.000Z,2019-02-12T23:17:15.000Z,321025
-78.866532340189394,43.898213851844247,125276094,2803,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Durham,,,,60 Bond Street West,,Administration and Practice Location,Oshawa,L1G1A5,2019-02-12T13:16:58.000Z,2019-02-11T09:27:27.000Z,2019-02-12T23:17:15.000Z,323057
-75.6098281100668,45.432536560470027,125300167,10484,Pharmacy,RP,Drugstore Pharmacy #1051,,,,1980 Ogilvie Road,,,Ottawa,K1J9L3,2019-02-12T13:02:15.000Z,2019-02-11T10:17:05.000Z,2019-02-12T23:17:15.000Z,323073
-78.953884586418312,44.104163183756036,125306075,3661,Pharmacy,RP,Durham Pharmacy,,,,462 Paxton Street,,,Port Perry,L9L1L9,2019-02-12T12:42:53.000Z,2019-02-11T10:31:00.000Z,2019-02-12T23:17:15.000Z,323121
-79.477686472514392,43.175155796213737,125276977,9003,Pharmacy,RP,Rexall #422,,,,4486 Ontario Street,,,Lincoln,L0R1B5,2019-02-12T12:36:31.000Z,2019-02-11T09:31:04.000Z,2019-02-12T23:17:15.000Z,323153
-79.464634916764055,43.730695394879092,125311190,4600375,Independent Health Facility,Sleep Studies,Appleton Clinic Sleep Centre,,2071667 Ontario Inc.,,845 Wilson Avenue,Suite 301,Practice Address,Toronto,M3K1E6,2019-02-12T12:34:13.000Z,2019-02-11T10:41:56.000Z,2019-02-12T23:17:15.000Z,323217
-75.684709434596883,45.428898756700114,125297272,6535,Pharmacy,RP,Shoppers Drug Mart #1243,,,,322 Rideau Street,,,Ottawa,K1N5Y5,2019-02-12T13:01:37.000Z,2019-02-11T10:11:24.000Z,2019-02-12T23:17:15.000Z,323233
-79.813940993145167,43.336174509202039,125271777,4016,Pharmacy,RP,Burlington St. Joseph's Phrmcy,,,,906 Brant Street,,,Burlington,L7R2J5,2019-02-12T12:35:20.000Z,2019-02-11T09:13:00.000Z,2019-02-12T23:17:15.000Z,323281
-80.328714457017881,43.346000486723561,125308483,10582,Pharmacy,LTCF,St. Andrews Terrace Ltc Commun,,,,255 St Andrew's Street,,,Cambridge,N1S1P1,2019-02-12T13:14:10.000Z,2019-02-11T10:36:10.000Z,2019-02-12T23:17:15.000Z,323345
-80.915160957609501,44.572107869688907,125291772,S0158,Retirement Home,Site,Seasons Owen Sound,,,,1389 16th Avenue East,,Residential,Owen Sound,N4K0A9,2019-02-12T12:19:51.000Z,2019-02-11T10:00:42.000Z,2019-02-12T23:17:15.000Z,323441
-79.269183970601574,43.914192136050623,125278032,1127,Pharmacy,RP,Drug Store Pharmacy #4325,,,,9305 Highway 48,,,Markham,L6E0E6,2019-02-12T12:26:53.000Z,2019-02-11T09:33:18.000Z,2019-02-12T23:17:15.000Z,323505
